operation_id,timestamp,symbol,side,quantity,price,total_value,commission,net_value,exchange,tax_year
BTCUSDT_2026-02-13T10:57:55.060348_1507575793856,2026-02-13T10:57:55.060348,BTCUSDT,sell,0.0018889799897597712,66971.527485,126.51,0.13,126.38,Binance,2026
BTCUSDT_2026-02-13T10:58:10.124441_1507576089856,2026-02-13T10:58:10.124441,BTCUSDT,buy,0.0010057188671157133,67038.532515,67.42,0.07,67.35,Binance,2026
BTCUSDT_2026-02-13T10:58:34.210511_1507573545920,2026-02-13T10:58:34.210511,BTCUSDT,buy,0.0005020869091252193,67040.93371499999,33.66,0.03,33.63,Binance,2026
BTCUSDT_2026-02-13T10:58:58.718791_1507576095232,2026-02-13T10:58:58.718791,BTCUSDT,buy,0.0002507717020506017,67012.879695,16.8,0.02,16.79,Binance,2026
BTCUSDT_2026-02-13T10:59:25.384342_1507673483584,2026-02-13T10:59:25.384342,BTCUSDT,buy,0.00012519770955583739,67012.879695,8.39,0.01,8.38,Binance,2026
BTCUSDT_2026-02-13T11:02:55.890618_1507574479616,2026-02-13T11:02:55.890618,BTCUSDT,sell,0.001886248914817815,66881.352595,126.15,0.13,126.03,Binance,2026
BTCUSDT_2026-02-13T11:03:07.937668_1507573444352,2026-02-13T11:03:07.937668,BTCUSDT,buy,0.00100427549146746,66948.26740499999,67.23,0.07,67.17,Binance,2026
BTCUSDT_2026-02-13T11:03:31.987762_1507575821696,2026-02-13T11:03:31.987762,BTCUSDT,buy,0.0005014215303997221,66943.29491999999,33.57,0.03,33.53,Binance,2026
BTCUSDT_2026-02-13T11:03:56.332540_1507573435968,2026-02-13T11:03:56.332540,BTCUSDT,buy,0.00025047641458807445,66905.385975,16.76,0.02,16.74,Binance,2026
BTCUSDT_2026-02-13T11:04:23.113450_1507575792384,2026-02-13T11:04:23.113450,BTCUSDT,buy,0.0001250502873639925,66905.385975,8.37,0.01,8.36,Binance,2026
BTCUSDT_2026-02-13T11:07:56.854714_1507576086848,2026-02-13T11:07:56.854714,BTCUSDT,sell,0.0018831818386165556,66960.55297500001,126.1,0.13,125.97,Binance,2026
BTCUSDT_2026-02-13T11:08:05.888252_1507573237440,2026-02-13T11:08:05.888252,BTCUSDT,buy,0.001002496544223268,67027.54702499999,67.19,0.07,67.13,Binance,2026
BTCUSDT_2026-02-13T11:08:29.962735_1507576092864,2026-02-13T11:08:29.962735,BTCUSDT,buy,0.0005008826854185449,66975.821175,33.55,0.03,33.51,Binance,2026
BTCUSDT_2026-02-13T11:08:54.301308_1507576091904,2026-02-13T11:08:54.301308,BTCUSDT,buy,0.00025021383205457373,66936.13133999999,16.75,0.02,16.73,Binance,2026
BTCUSDT_2026-02-13T11:09:21.076650_1507673584000,2026-02-13T11:09:21.076650,BTCUSDT,buy,0.00012491919309978795,66936.13133999999,8.36,0.01,8.35,Binance,2026
BTCUSDT_2026-02-13T11:12:57.497785_1507576311616,2026-02-13T11:12:57.497785,BTCUSDT,sell,0.0018807517262733697,66827.499535,125.69,0.13,125.56,Binance,2026
BTCUSDT_2026-02-13T11:13:03.538965_1509678538496,2026-02-13T11:13:03.539964,BTCUSDT,buy,0.0010013705886065844,66894.36046499999,66.99,0.07,66.92,Binance,2026
BTCUSDT_2026-02-13T11:13:39.672976_1507673481856,2026-02-13T11:13:39.672976,BTCUSDT,buy,0.0004998731588412692,66902.504535,33.44,0.03,33.41,Binance,2026
BTCUSDT_2026-02-13T11:14:15.794130_1507673586112,2026-02-13T11:14:15.794130,BTCUSDT,buy,0.00024956300510774865,66902.11433999999,16.7,0.02,16.68,Binance,2026
BTCUSDT_2026-02-13T11:14:51.932617_1507574383296,2026-02-13T11:14:51.932617,BTCUSDT,buy,0.00012460228047670121,66897.81219,8.34,0.01,8.33,Binance,2026
BTCUSDT_2026-02-13T11:17:58.572866_1507673585664,2026-02-13T11:17:58.572866,BTCUSDT,sell,0.0018775513743010594,66857.47454,125.53,0.13,125.4,Binance,2026
BTCUSDT_2026-02-13T11:18:10.635509_1507576092544,2026-02-13T11:18:10.635509,BTCUSDT,buy,0.0009995509685414542,66924.36546,66.89,0.07,66.83,Binance,2026
BTCUSDT_2026-02-13T11:18:34.729813_1507574465600,2026-02-13T11:18:34.729813,BTCUSDT,buy,0.0004991702680974851,66904.965765,33.4,0.03,33.36,Binance,2026
BTCUSDT_2026-02-13T11:18:58.768534_1507574179584,2026-02-13T11:18:58.768534,BTCUSDT,buy,0.00024915951161662655,66918.692625,16.67,0.02,16.66,Binance,2026
BTCUSDT_2026-02-13T11:19:23.079727_1507673583040,2026-02-13T11:19:23.079727,BTCUSDT,buy,0.0001242993650867038,66969.00777,8.32,0.01,8.32,Binance,2026
BTCUSDT_2026-02-13T11:22:59.369770_1507573445952,2026-02-13T11:22:59.369770,BTCUSDT,sell,0.0018754344634213116,66874.31611500001,125.42,0.13,125.29,Binance,2026
BTCUSDT_2026-02-13T11:23:05.463731_1507575633728,2026-02-13T11:23:05.463731,BTCUSDT,buy,0.0009983933081215374,66941.223885,66.83,0.07,66.77,Binance,2026
BTCUSDT_2026-02-13T11:23:41.558371_1507576091648,2026-02-13T11:23:41.558371,BTCUSDT,buy,0.0004983635902217383,66952.509525,33.37,0.03,33.33,Binance,2026
BTCUSDT_2026-02-13T11:24:17.684284_1507575640704,2026-02-13T11:24:17.684284,BTCUSDT,buy,0.0002487517680451658,66967.61707499999,16.66,0.02,16.64,Binance,2026
BTCUSDT_2026-02-13T11:24:54.046675_1507576100992,2026-02-13T11:24:54.046675,BTCUSDT,buy,0.00012425265207678326,66933.45,8.32,0.01,8.31,Binance,2026
BTCUSDT_2026-02-13T11:28:00.156659_1507573238912,2026-02-13T11:28:00.156659,BTCUSDT,sell,0.0018724201812421442,66945.93029,125.35,0.13,125.23,Binance,2026
BTCUSDT_2026-02-13T11:28:21.283553_1507576312768,2026-02-13T11:28:21.283553,BTCUSDT,buy,0.0009971053606966393,66990.088305,66.8,0.07,66.73,Binance,2026
BTCUSDT_2026-02-13T11:28:46.038598_1507673467968,2026-02-13T11:28:46.038598,BTCUSDT,buy,0.000497485484916089,67033.05978,33.35,0.03,33.31,Binance,2026
BTCUSDT_2026-02-13T11:29:12.396197_1507576311616,2026-02-13T11:29:12.396197,BTCUSDT,buy,0.00024836950397298625,67033.05978,16.65,0.02,16.63,Binance,2026
BTCUSDT_2026-02-13T11:29:36.453032_1507572998528,2026-02-13T11:29:36.453032,BTCUSDT,buy,0.0001239983572441203,67033.08979499999,8.31,0.01,8.3,Binance,2026
BTCUSDT_2026-02-13T11:33:00.962905_1507576093248,2026-02-13T11:33:00.962905,BTCUSDT,sell,0.001870753631252599,66791.36761,124.95,0.12,124.83,Binance,2026
BTCUSDT_2026-02-13T11:33:37.098472_1507573003328,2026-02-13T11:33:37.098472,BTCUSDT,buy,0.0009960514023796179,66857.582085,66.59,0.07,66.53,Binance,2026
BTCUSDT_2026-02-13T11:34:13.201019_1507673585408,2026-02-13T11:34:13.201019,BTCUSDT,buy,0.0004975820671789636,66816.781695,33.25,0.03,33.21,Binance,2026
BTCUSDT_2026-02-13T11:34:49.576219_1507673456960,2026-02-13T11:34:49.576219,BTCUSDT,buy,0.00024817762168229536,66881.424,16.6,0.02,16.58,Binance,2026
BTCUSDT_2026-02-13T11:35:28.385437_1507673468608,2026-02-13T11:35:28.385437,BTCUSDT,buy,0.00012384759114508967,66911.13884999999,8.29,0.01,8.28,Binance,2026
BTCUSDT_2026-02-13T11:38:01.738786_1507574400576,2026-02-13T11:38:01.738786,BTCUSDT,sell,0.0018659174976291704,66861.81237,124.76,0.12,124.63,Binance,2026
BTCUSDT_2026-02-13T11:38:28.859339_1507575816320,2026-02-13T11:38:28.859339,BTCUSDT,buy,0.0009932339672050834,66938.17236,66.49,0.07,66.42,Binance,2026
BTCUSDT_2026-02-13T11:39:04.972880_1507574829504,2026-02-13T11:39:04.972880,BTCUSDT,buy,0.0004953626366463772,67006.976745,33.19,0.03,33.16,Binance,2026
BTCUSDT_2026-02-13T11:39:41.039072_1507673579264,2026-02-13T11:39:41.039072,BTCUSDT,buy,0.0002474555812953041,66967.46699999999,16.57,0.02,16.55,Binance,2026
BTCUSDT_2026-02-13T11:40:05.095381_1507575815168,2026-02-13T11:40:05.095381,BTCUSDT,buy,0.0001235111181553018,66984.28540499999,8.27,0.01,8.27,Binance,2026
BTCUSDT_2026-02-13T11:43:02.434861_1507673937024,2026-02-13T11:43:02.434861,BTCUSDT,sell,0.0018601374274616438,66969.968265,124.57,0.12,124.45,Binance,2026
BTCUSDT_2026-02-13T11:43:06.185196_1507673482176,2026-02-13T11:43:06.185196,BTCUSDT,buy,0.0009902995927401983,67036.22136,66.39,0.07,66.32,Binance,2026
BTCUSDT_2026-02-13T11:43:32.532356_1507673480576,2026-02-13T11:43:32.532356,BTCUSDT,buy,0.0004944068241006459,67036.22136,33.14,0.03,33.11,Binance,2026
BTCUSDT_2026-02-13T11:43:56.585202_1507572998528,2026-02-13T11:43:56.585202,BTCUSDT,buy,0.00024683797248947433,67034.730615,16.55,0.02,16.53,Binance,2026
BTCUSDT_2026-02-13T11:44:32.644558_1507673460032,2026-02-13T11:44:32.644558,BTCUSDT,buy,0.00012326293708692153,67018.882695,8.26,0.01,8.25,Binance,2026
BTCUSDT_2026-02-13T11:48:03.561223_1507673471296,2026-02-13T11:48:03.561223,BTCUSDT,sell,0.001858535617608555,66995.77535499999,124.51,0.12,124.39,Binance,2026
BTCUSDT_2026-02-13T11:48:12.386860_1507572797184,2026-02-13T11:48:12.386860,BTCUSDT,buy,0.0009893730580532577,67062.804645,66.35,0.07,66.28,Binance,2026
BTCUSDT_2026-02-13T11:48:48.452487_1507673466944,2026-02-13T11:48:48.452487,BTCUSDT,buy,0.000493920377222165,67066.046265,33.13,0.03,33.09,Binance,2026
BTCUSDT_2026-02-13T11:49:24.553808_1507574394496,2026-02-13T11:49:24.553808,BTCUSDT,buy,0.0002467609116131297,67019.493,16.54,0.02,16.52,Binance,2026
BTCUSDT_2026-02-13T11:50:00.616120_1507574389568,2026-02-13T11:50:00.616120,BTCUSDT,buy,0.00012317084960215198,67032.80965499999,8.26,0.01,8.25,Binance,2026
BTCUSDT_2026-02-13T11:53:03.957310_1507574170304,2026-02-13T11:53:03.957310,BTCUSDT,sell,0.0018559138532733693,66989.55846500001,124.33,0.12,124.2,Binance,2026
BTCUSDT_2026-02-13T11:53:40.120317_1507673941312,2026-02-13T11:53:40.120317,BTCUSDT,buy,0.0009879155092842,67064.80564499999,66.25,0.07,66.19,Binance,2026
BTCUSDT_2026-02-13T11:54:16.192185_1507576470272,2026-02-13T11:54:16.192185,BTCUSDT,buy,0.0004932201764800949,67064.31539999999,33.08,0.03,33.04,Binance,2026
BTCUSDT_2026-02-13T11:54:52.299844_1507673575552,2026-02-13T11:54:52.299844,BTCUSDT,buy,0.0002461717042746688,67082.934705,16.51,0.02,16.5,Binance,2026
BTCUSDT_2026-02-13T11:55:28.429953_1507673934400,2026-02-13T11:55:28.429953,BTCUSDT,buy,0.0001229139574459174,67075.951215,8.24,0.01,8.24,Binance,2026
BTCUSDT_2026-02-13T11:58:04.754763_1507575658624,2026-02-13T11:58:04.754763,BTCUSDT,sell,0.001853838490175854,67140.862775,124.47,0.12,124.34,Binance,2026
BTCUSDT_2026-02-13T11:58:07.811828_1507673935808,2026-02-13T11:58:07.811828,BTCUSDT,buy,0.0009867734901626872,67208.037225,66.32,0.07,66.25,Binance,2026
BTCUSDT_2026-02-13T11:58:32.161107_1507575811776,2026-02-13T11:58:32.161107,BTCUSDT,buy,0.0004925087273194138,67226.826615,33.11,0.03,33.08,Binance,2026
BTCUSDT_2026-02-13T11:58:58.894373_1507575818368,2026-02-13T11:58:58.894373,BTCUSDT,buy,0.00024588485898703545,67226.826615,16.53,0.02,16.51,Binance,2026
BTCUSDT_2026-02-13T11:59:22.937451_1507673484736,2026-02-13T11:59:22.937451,BTCUSDT,buy,0.0001227455872448612,67233.59999999999,8.25,0.01,8.24,Binance,2026
BTCUSDT_2026-02-13T12:03:05.450388_1509678824960,2026-02-13T12:03:05.450388,BTCUSDT,sell,0.001850248494681778,67083.971235,124.12,0.12,124.0,Binance,2026
BTCUSDT_2026-02-13T12:03:29.807925_1507673471296,2026-02-13T12:03:29.807925,BTCUSDT,buy,0.0009860357583978512,67086.88668,66.15,0.07,66.08,Binance,2026
BTCUSDT_2026-02-13T12:04:08.650385_1507574387904,2026-02-13T12:04:08.650385,BTCUSDT,buy,0.0004923104844013046,67082.474475,33.03,0.03,32.99,Binance,2026
BTCUSDT_2026-02-13T12:04:44.729236_1507575813760,2026-02-13T12:04:44.729236,BTCUSDT,buy,0.0002458731258311706,67058.67258,16.49,0.02,16.47,Binance,2026
BTCUSDT_2026-02-13T12:05:20.833850_1507673573440,2026-02-13T12:05:20.833850,BTCUSDT,buy,0.00012274237246355084,67063.985235,8.23,0.01,8.22,Binance,2026
BTCUSDT_2026-02-13T12:08:06.246970_1507674306048,2026-02-13T12:08:06.246970,BTCUSDT,sell,0.00184838976683155,66946.000255,123.74,0.12,123.62,Binance,2026
BTCUSDT_2026-02-13T12:08:33.359291_1507673459072,2026-02-13T12:08:33.359291,BTCUSDT,buy,0.0009837021254838153,67042.45447499999,65.95,0.07,65.88,Binance,2026
BTCUSDT_2026-02-13T12:09:09.448434_1507575816832,2026-02-13T12:09:09.448434,BTCUSDT,buy,0.0004910223964046313,67054.83066,32.93,0.03,32.89,Binance,2026
BTCUSDT_2026-02-13T12:09:45.508998_1507674302080,2026-02-13T12:09:45.508998,BTCUSDT,buy,0.00024506583857627763,67075.89118499999,16.44,0.02,16.42,Binance,2026
BTCUSDT_2026-02-13T12:10:21.567361_1507673471296,2026-02-13T12:10:21.567361,BTCUSDT,buy,0.0001223661060626193,67066.546515,8.21,0.01,8.2,Binance,2026
BTCUSDT_2026-02-13T12:13:07.028618_1507673468608,2026-02-13T12:13:07.028618,BTCUSDT,sell,0.001844312848459472,66999.4835,123.57,0.12,123.44,Binance,2026
BTCUSDT_2026-02-13T12:13:22.094872_1507674295680,2026-02-13T12:13:22.094872,BTCUSDT,buy,0.0009818649258726633,67066.5165,65.85,0.07,65.78,Binance,2026
BTCUSDT_2026-02-13T12:13:58.431236_1507574170112,2026-02-13T12:13:58.431236,BTCUSDT,buy,0.0004903055346323558,67051.50899999999,32.88,0.03,32.84,Binance,2026
BTCUSDT_2026-02-13T12:14:37.251406_1507674297856,2026-02-13T12:14:37.251406,BTCUSDT,buy,0.0002448141392766981,67043.50499999999,16.41,0.02,16.4,Binance,2026
BTCUSDT_2026-02-13T12:15:13.334897_1507674183424,2026-02-13T12:15:13.334897,BTCUSDT,buy,0.00012226748053935282,67019.33291999999,8.19,0.01,8.19,Binance,2026
BTCUSDT_2026-02-13T12:18:07.808710_1507674304768,2026-02-13T12:18:07.808710,BTCUSDT,sell,0.001840723852873184,66908.88882000001,123.16,0.12,123.04,Binance,2026
BTCUSDT_2026-02-13T12:18:13.873141_1507674185280,2026-02-13T12:18:13.873141,BTCUSDT,buy,0.000980063500459784,66975.83118,65.64,0.07,65.57,Binance,2026
BTCUSDT_2026-02-13T12:18:49.950752_1507674308224,2026-02-13T12:18:49.950752,BTCUSDT,buy,0.0004889355023948554,67025.27588999999,32.77,0.03,32.74,Binance,2026
BTCUSDT_2026-02-13T12:19:26.106640_1507674183552,2026-02-13T12:19:26.106640,BTCUSDT,buy,0.00024400262227939931,67052.279385,16.36,0.02,16.34,Binance,2026
BTCUSDT_2026-02-13T12:20:02.508922_1507674186560,2026-02-13T12:20:02.508922,BTCUSDT,buy,0.000121824992114677,67048.56753,8.17,0.01,8.16,Binance,2026
BTCUSDT_2026-02-13T12:23:08.643697_1507673476928,2026-02-13T12:23:08.643697,BTCUSDT,sell,0.0018373130515574616,67002.05221500002,123.1,0.12,122.98,Binance,2026
BTCUSDT_2026-02-13T12:23:41.781855_1507575809088,2026-02-13T12:23:41.781855,BTCUSDT,buy,0.0009783687136066849,67049.39794499999,65.6,0.07,65.53,Binance,2026
BTCUSDT_2026-02-13T12:24:17.854362_1507574387648,2026-02-13T12:24:17.854362,BTCUSDT,buy,0.0004884448693059391,67050.14832,32.75,0.03,32.72,Binance,2026
BTCUSDT_2026-02-13T12:24:53.948527_1507572997056,2026-02-13T12:24:53.948527,BTCUSDT,buy,0.00024380406515596312,67064.425455,16.35,0.02,16.33,Binance,2026
BTCUSDT_2026-02-13T12:25:30.019141_1507674305408,2026-02-13T12:25:30.019141,BTCUSDT,buy,0.00012175401135455204,67045.20585,8.16,0.01,8.15,Binance,2026
BTCUSDT_2026-02-13T12:28:09.307016_1507572999808,2026-02-13T12:28:09.307016,BTCUSDT,sell,0.0018342654357522829,67082.032205,123.05,0.12,122.92,Binance,2026
BTCUSDT_2026-02-13T12:28:33.395536_1507576466688,2026-02-13T12:28:33.395536,BTCUSDT,buy,0.0009766089624922247,67138.1523,65.57,0.07,65.5,Binance,2026
BTCUSDT_2026-02-13T12:29:09.493463_1507674190720,2026-02-13T12:29:09.493463,BTCUSDT,buy,0.0004875560139930903,67140.323385,32.73,0.03,32.7,Binance,2026
BTCUSDT_2026-02-13T12:29:45.588626_1507574764736,2026-02-13T12:29:45.588626,BTCUSDT,buy,0.0002434373211717815,67133.399925,16.34,0.02,16.33,Binance,2026
BTCUSDT_2026-02-13T12:30:21.680794_1507674305024,2026-02-13T12:30:21.680794,BTCUSDT,buy,0.00012153261664134408,67135.280865,8.16,0.01,8.15,Binance,2026
BTCUSDT_2026-02-13T12:33:10.245901_1507575630272,2026-02-13T12:33:10.245901,BTCUSDT,sell,0.0018296398538051404,67028.04921000001,122.64,0.12,122.51,Binance,2026
BTCUSDT_2026-02-13T12:33:25.345010_1507673936384,2026-02-13T12:33:25.345010,BTCUSDT,buy,0.0009735738237675521,67135.480965,65.36,0.07,65.3,Binance,2026
BTCUSDT_2026-02-13T12:34:01.462677_1507576097088,2026-02-13T12:34:01.462677,BTCUSDT,buy,0.0004860790166211784,67132.36941,32.63,0.03,32.6,Binance,2026
BTCUSDT_2026-02-13T12:34:37.548308_1507673459904,2026-02-13T12:34:37.548308,BTCUSDT,buy,0.0002428372526783227,67087.46697,16.29,0.02,16.28,Binance,2026
BTCUSDT_2026-02-13T12:35:13.619193_1507576102464,2026-02-13T12:35:13.619193,BTCUSDT,buy,0.00012123871586790809,67086.20633999999,8.13,0.01,8.13,Binance,2026
BTCUSDT_2026-02-13T12:38:11.061913_1507576467456,2026-02-13T12:38:11.061913,BTCUSDT,sell,0.0018271066256789785,67078.99372500001,122.56,0.12,122.44,Binance,2026
BTCUSDT_2026-02-13T12:38:14.393131_1507673934912,2026-02-13T12:38:14.393131,BTCUSDT,buy,0.0009723472125500852,67167.556995,65.31,0.07,65.24,Binance,2026
BTCUSDT_2026-02-13T12:38:53.321534_1507674337856,2026-02-13T12:38:53.321534,BTCUSDT,buy,0.0004854446089475001,67167.48696,32.61,0.03,32.57,Binance,2026
BTCUSDT_2026-02-13T12:39:29.361738_1507674329216,2026-02-13T12:39:29.361738,BTCUSDT,buy,0.00024245485202020048,67140.683565,16.28,0.02,16.26,Binance,2026
BTCUSDT_2026-02-13T12:40:05.434589_1507673483136,2026-02-13T12:40:05.434589,BTCUSDT,buy,0.0001211064319743186,67106.91669,8.13,0.01,8.12,Binance,2026
BTCUSDT_2026-02-13T12:43:12.156419_1507673468416,2026-02-13T12:43:12.156419,BTCUSDT,sell,0.0018240801261380705,67027.47949499999,122.26,0.12,122.14,Binance,2026
BTCUSDT_2026-02-13T12:43:42.035417_1507673945472,2026-02-13T12:43:42.035417,BTCUSDT,buy,0.0009711459677005681,67094.540505,65.16,0.07,65.09,Binance,2026
BTCUSDT_2026-02-13T12:44:18.428672_1507674192960,2026-02-13T12:44:18.428672,BTCUSDT,buy,0.00048464311246483854,67122.40443,32.53,0.03,32.5,Binance,2026
BTCUSDT_2026-02-13T12:44:57.224751_1507673585856,2026-02-13T12:44:57.224751,BTCUSDT,buy,0.00024188476233466237,67142.71458,16.24,0.02,16.22,Binance,2026
BTCUSDT_2026-02-13T12:45:33.292923_1507575635136,2026-02-13T12:45:33.292923,BTCUSDT,buy,0.00012077627655237468,67134.17030999999,8.11,0.01,8.1,Binance,2026
BTCUSDT_2026-02-13T12:49:49.339609_1507674338816,2026-02-13T12:49:49.339609,BTCUSDT,sell,0.0018205437818112331,67017.15466,122.01,0.12,121.89,Binance,2026
BTCUSDT_2026-02-13T12:50:28.171749_1507576470208,2026-02-13T12:50:28.171749,BTCUSDT,buy,0.0009687185709934226,67120.96371,65.02,0.07,64.96,Binance,2026
BTCUSDT_2026-02-13T12:54:13.931252_1507674308352,2026-02-13T12:54:13.931252,BTCUSDT,buy,0.0004829672380472656,67213.41991499999,32.46,0.03,32.43,Binance,2026
BTCUSDT_2026-02-13T12:54:49.731838_1507674294592,2026-02-13T12:54:49.731838,BTCUSDT,sell,0.001454758570026348,67150.957725,97.69,0.1,97.59,Binance,2026
BTCUSDT_2026-02-13T12:54:52.794989_1507674190464,2026-02-13T12:54:52.794989,BTCUSDT,buy,0.0009673929128350179,67218.142275,65.03,0.07,64.96,Binance,2026
BTCUSDT_2026-02-13T12:55:28.902237_1507674337600,2026-02-13T12:55:28.902237,BTCUSDT,buy,0.0004828596297529623,67233.59999999999,32.46,0.03,32.43,Binance,2026
BTCUSDT_2026-02-13T12:56:26.262545_1507674333248,2026-02-13T12:56:26.262545,BTCUSDT,buy,0.0002410993731213957,67224.725565,16.21,0.02,16.19,Binance,2026
BTCUSDT_2026-02-13T12:57:05.142617_1507674329216,2026-02-13T12:57:05.142617,BTCUSDT,buy,0.00012041740519561793,67197.59200499998,8.09,0.01,8.08,Binance,2026
BTCUSDT_2026-02-13T12:59:50.636080_1507574763712,2026-02-13T12:59:50.636080,BTCUSDT,sell,0.001813708800025286,67067.839305,121.64,0.12,121.52,Binance,2026
BTCUSDT_2026-02-13T13:02:30.414046_1507576478144,2026-02-13T13:02:30.414046,BTCUSDT,buy,0.0009647066482446314,67201.914165,64.83,0.06,64.77,Binance,2026
BTCUSDT_2026-02-13T13:03:09.275347_1507572852544,2026-02-13T13:03:09.275347,BTCUSDT,buy,0.00048173964507508326,67186.55648999999,32.37,0.03,32.33,Binance,2026
BTCUSDT_2026-02-13T13:03:45.316428_1507575814016,2026-02-13T13:03:45.316428,BTCUSDT,buy,0.00024050388476350417,67187.81712,16.16,0.02,16.14,Binance,2026
BTCUSDT_2026-02-13T13:24:00.769003_1507674302976,2026-02-13T13:24:00.769003,BTCUSDT,buy,0.00012010421569602715,67169.517975,8.07,0.01,8.06,Binance,2026
BTCUSDT_2026-02-13T13:24:00.853126_1507573159104,2026-02-13T13:24:00.853126,BTCUSDT,sell,0.001807973845402144,67102.382025,121.32,0.12,121.2,Binance,2026
BTCUSDT_2026-02-13T13:24:39.578281_1507574387456,2026-02-13T13:24:39.578281,BTCUSDT,buy,0.0009612397881964739,67264.105245,64.66,0.06,64.59,Binance,2026
BTCUSDT_2026-02-13T13:25:15.680488_1507673479040,2026-02-13T13:25:15.680488,BTCUSDT,buy,0.0004797995960605351,67278.00219,32.28,0.03,32.25,Binance,2026
BTCUSDT_2026-02-13T13:25:51.751833_1507674300736,2026-02-13T13:25:51.751833,BTCUSDT,buy,0.00023917450991487493,67380.763545,16.12,0.02,16.1,Binance,2026
BTCUSDT_2026-02-13T13:26:27.863634_1507576463872,2026-02-13T13:26:27.863634,BTCUSDT,buy,0.00011952532153430465,67314.52044000001,8.05,0.01,8.04,Binance,2026
BTCUSDT_2026-02-13T13:29:01.315220_1507573539392,2026-02-13T13:29:01.315220,BTCUSDT,sell,0.0018043032262831842,67289.448445,121.41,0.12,121.29,Binance,2026
BTCUSDT_2026-02-13T13:29:28.461312_1509678787456,2026-02-13T13:29:28.461312,BTCUSDT,buy,0.0009604343924115305,67356.771555,64.69,0.06,64.63,Binance,2026
BTCUSDT_2026-02-13T13:30:05.247947_1507674326080,2026-02-13T13:30:05.247947,BTCUSDT,buy,0.00047939622664064445,67370.878605,32.3,0.03,32.27,Binance,2026
BTCUSDT_2026-02-13T13:30:37.970791_1507674328768,2026-02-13T13:30:37.970791,BTCUSDT,buy,0.00023840221680481696,67635.45082499999,16.12,0.02,16.11,Binance,2026
BTCUSDT_2026-02-13T13:31:04.777802_1507674327936,2026-02-13T13:31:04.777802,BTCUSDT,buy,0.0001190222471392507,67635.45082499999,8.05,0.01,8.04,Binance,2026
BTCUSDT_2026-02-13T13:34:02.235494_1507673942080,2026-02-13T13:34:02.235494,BTCUSDT,sell,0.0017999916569656617,67450.258,121.41,0.12,121.29,Binance,2026
BTCUSDT_2026-02-13T13:34:08.305963_1507576468736,2026-02-13T13:34:08.305963,BTCUSDT,buy,0.0009581717064663638,67517.742,64.69,0.06,64.63,Binance,2026
BTCUSDT_2026-02-13T13:34:44.378572_1507576470592,2026-02-13T13:34:44.378572,BTCUSDT,buy,0.0004780413438610117,67563.734985,32.3,0.03,32.27,Binance,2026
BTCUSDT_2026-02-13T13:35:20.520775_1507673940800,2026-02-13T13:35:20.520775,BTCUSDT,buy,0.00023871568209143853,67548.54739499999,16.12,0.02,16.11,Binance,2026
BTCUSDT_2026-02-13T13:35:56.617338_1507574388864,2026-02-13T13:35:56.617338,BTCUSDT,buy,0.00011940368724343568,67421.2938,8.05,0.01,8.04,Binance,2026
BTCUSDT_2026-02-13T13:39:03.093195_1507674790080,2026-02-13T13:39:03.093195,BTCUSDT,sell,0.0017953546120490652,67297.884225,120.82,0.12,120.7,Binance,2026
BTCUSDT_2026-02-13T13:39:36.212261_1507674330560,2026-02-13T13:39:36.212261,BTCUSDT,buy,0.0009565345274154758,67327.08671999999,64.4,0.06,64.34,Binance,2026
BTCUSDT_2026-02-13T13:40:12.283244_1507674329536,2026-02-13T13:40:12.283244,BTCUSDT,buy,0.00047749569617400737,67334.69051999999,32.15,0.03,32.12,Binance,2026
BTCUSDT_2026-02-13T13:40:48.373908_1507674662144,2026-02-13T13:40:48.373908,BTCUSDT,buy,0.00023856258873038416,67285.86612,16.05,0.02,16.04,Binance,2026
BTCUSDT_2026-02-13T13:41:24.439841_1507573165696,2026-02-13T13:41:24.439841,BTCUSDT,buy,0.00011909889489138276,67287.797085,8.01,0.01,8.01,Binance,2026
BTCUSDT_2026-02-13T13:44:03.932930_1507674189248,2026-02-13T13:44:03.932930,BTCUSDT,sell,0.0017935091051575736,67289.35849000001,120.68,0.12,120.56,Binance,2026
BTCUSDT_2026-02-13T13:44:25.370779_1507673463936,2026-02-13T13:44:25.370779,BTCUSDT,buy,0.0009547260516423103,67362.54444,64.31,0.06,64.25,Binance,2026
BTCUSDT_2026-02-13T13:45:04.233602_1507573398592,2026-02-13T13:45:04.233602,BTCUSDT,buy,0.0004766393801591862,67363.58496,32.11,0.03,32.08,Binance,2026
BTCUSDT_2026-02-13T13:45:40.371026_1507674713664,2026-02-13T13:45:40.371026,BTCUSDT,buy,0.00023815904239066465,67307.87712,16.03,0.02,16.01,Binance,2026
BTCUSDT_2026-02-13T13:46:16.451489_1507674712256,2026-02-13T13:46:16.451489,BTCUSDT,buy,0.00011894470787418955,67283.05471499999,8.0,0.01,7.99,Binance,2026
BTCUSDT_2026-02-13T13:49:23.131050_1507674703744,2026-02-13T13:49:23.131050,BTCUSDT,sell,0.0017904416398417016,67209.07865,120.33,0.12,120.21,Binance,2026
BTCUSDT_2026-02-13T13:50:02.028128_1507674708160,2026-02-13T13:50:02.028128,BTCUSDT,buy,0.0009528110882514024,67308.54745499999,64.13,0.06,64.07,Binance,2026
